,genus,Mean_Score
13938,g__JALGTG01,2.492113013
13939,g__JALGTR01,2.11360292
13940,g__JALGTV01,2.004483217
13941,g__JALGUG01,2.975257247
13942,g__JALGUJ01,2.092118618
13943,g__JALGUK01,2.239566308
13944,g__JALGVA01,2.313582689
13945,g__JALGVG01,2.231587896
13946,g__JALGVI01,2.966106441
13947,g__JALGVJ01,3.097930205
13948,g__JALGVN01,2.173969981
13949,g__JALGVQ01,2.54013885
13950,g__JALGVR01,2.420922833
13951,g__JALGVT01,2.489024416
13952,g__JALGVU01,2.577225804
13953,g__JALGWA01,2.252555122
13954,g__JALGWB01,2.477645745
13955,g__JALGWN01,2.485773581
13956,g__JALGXV01,2.551411376
13957,g__JALGXY01,2.450920807
13958,g__JALGYY01,3.273087957
13959,g__JALGZD01,2.121768085
13960,g__JALGZG01,2.179327492
13961,g__JALGZO01,3.027398633
13962,g__JALGZP01,2.633832233
13963,g__JALGZR01,2.828479272
13964,g__JALGZU01,2.721451541
13965,g__JALHDB01,2.837644783
13966,g__JALHET01,2.079128773
13967,g__JALHFC01,2.335337266
13968,g__JALHFZ01,2.521356357
13969,g__JALHJL01,2.781227241
13970,g__JALHLM01,3.536860682
13971,g__JALHLQ01,3.180502043
13972,g__JALHMH01,3.432290782
13973,g__JALHMI01,3.855376124
13974,g__JALHMQ01,3.363555811
13975,g__JALHMU01,2.19212537
13976,g__JALHNB01,4.489642632
13977,g__JALHNF01,1.965231014
13978,g__JALHNI01,4.059494846
13979,g__JALHNL01,2.614449103
13980,g__JALHNM01,2.488148278
13981,g__JALHNY01,1.88582643
13982,g__JALHOE01,5.431286366
13983,g__JALHOH01,2.472599649
13984,g__JALHOM01,2.020081417
13985,g__JALHOP01,4.182644287
13986,g__JALHOQ01,3.400362315
13987,g__JALHOR01,3.42536103
13988,g__JALHOS01,4.561027488
13989,g__JALHOX01,3.009118115
13990,g__JALHPA01,3.492941515
13991,g__JALHPC01,2.677476077
13992,g__JALHPX01,2.816043432
13993,g__JALHQF01,1.844739353
13994,g__JALHQU01,3.42809853
13995,g__JALHRI01,2.621427777
13996,g__JALHRM01,2.045142056
13997,g__JALHSR01,2.881291328
13998,g__JALHST01,3.164192795
13999,g__JALHSV01,2.310828464
14000,g__JALHSW01,2.902673409
14001,g__JALHTB01,2.536821373
14002,g__JALHTG01,2.432365149
14003,g__JALHTV01,1.858818421
14004,g__JALHTW01,2.172032317
14005,g__JALHUB01,2.359256866
14006,g__JALHUC01,2.722375583
14007,g__JALHUF01,2.583677264
14008,g__JALHVH01,2.107104483
14009,g__JALHWS01,1.266932546
14010,g__JALHYA01,1.040608272
14011,g__JALIDO01,1.907121915
14012,g__JALIDP01,1.738399845
14013,g__JALIDQ01,1.857000501
14014,g__JALJPB01,4.065426847
14015,g__JALJZY01,3.075522212
14016,g__JALLOG01,2.949253063
14017,g__JALLOL01,2.64591715
14018,g__JALLOO01,1.770335157
14019,g__JALNVG01,1.577214821
14020,g__JALNWG01,2.378891368
14021,g__JALNWK01,2.263976114
14022,g__JALNXB01,1.681885982
14023,g__JALNXD01,3.05364124
14024,g__JALNXV01,2.659140074
14025,g__JALNYB01,2.58500699
14026,g__JALNYF01,2.443202246
14027,g__JALNYV01,2.985692597
14028,g__JALNZF01,2.830419832
14029,g__JALNZK01,3.651456701
14030,g__JALNZU01,2.733521047
14031,g__JALOAD01,3.27937996
14032,g__JALOAG01,2.581389168
14033,g__JALOAH01,3.717997557
14034,g__JALOAP01,3.295936995
14035,g__JALOAR01,1.699545409
14036,g__JALOAT01,3.131620473
14037,g__JALOBO01,3.053806605
14038,g__JALOBQ01,1.688273377
14039,g__JALOBY01,1.50457304
14040,g__JALOCA01,2.235082135
14041,g__JALOCB01,1.68208334
14042,g__JALOCE01,2.17692074
14043,g__JALOKP01,2.716309723
14044,g__JALOLF01,2.982660705
14045,g__JALOLG01,2.418442542
14046,g__JALOLS01,2.363310359
14047,g__JALOLT01,2.684182163
14048,g__JALOLV01,4.105094883
14049,g__JALOMB01,2.491521412
14050,g__JALOMD01,4.681465868
14051,g__JALONJ01,4.419058731
14052,g__JALONM01,3.555325697
14053,g__JALONO01,3.296067114
14054,g__JALONX01,3.884375866
14055,g__JALOOE01,2.740998776
14056,g__JALOOX01,3.259121865
14057,g__JALOPA01,3.007142252
14058,g__JALOPH01,2.809829259
14059,g__JALOPO01,2.202006936
14060,g__JALOPS01,3.134011332
14061,g__JALOPX01,2.175314981
14062,g__JALOPY01,2.793414768
14063,g__JALOPZ01,1.727336224
14064,g__JALOQD01,3.820486149
14065,g__JALOQJ01,1.828761977
14066,g__JALOQM01,1.996239364
14067,g__JALOQQ01,1.841661467
14068,g__JALORM01,2.584947264
14069,g__JALORP01,2.33330546
14070,g__JALORV01,2.449695327
14071,g__JALORY01,2.001963429
14072,g__JALOSG01,2.92557247
14073,g__JALOSP01,3.059581698
14074,g__JALOTB01,3.297714787
14075,g__JALOTE01,2.984046894
14076,g__JALOTG01,2.7727975
14077,g__JALOTL01,3.044634898
14078,g__JALOTP01,2.480557329
14079,g__JALOTT01,3.040691886
14080,g__JALOTU01,2.43022395
14081,g__JALQTD01,3.022659302
14082,g__JALQTG01,2.870120052
14083,g__JALQTR01,3.575825116
14084,g__JALQTV01,3.193648754
14085,g__JALQTW01,1.883204508
14086,g__JALQUD01,2.195029148
14087,g__JALQUL01,3.299484528
14088,g__JALQUO01,2.026905583
14089,g__JALQXR01,3.552536689
14090,g__JALQXV01,2.438522465
14091,g__JALQXX01,2.957129622
14092,g__JALRAP01,2.548846686
14093,g__JALRAY01,2.061448842
14094,g__JALRBM01,2.274139609
14095,g__JALRDG01,2.525983903
14096,g__JALRFN01,3.196471108
14097,g__JALRGP01,2.10130062
14098,g__JALRHH01,3.057190851
14099,g__JALRHZ01,4.04260357
14100,g__JALRIJ01,3.284069967
14101,g__JALRIV01,2.78613611
14102,g__JALRJA01,1.769215903
14103,g__JALRJW01,3.076705384
14104,g__JALRKF01,2.491524468
14105,g__JALRKI01,2.14141042
14106,g__JALRLA01,2.714938147
14107,g__JALRLI01,2.938066847
14108,g__JALSHZ01,3.082363934
14109,g__JALSID01,3.036280268
14110,g__JALSIF01,1.840950026
14111,g__JALSIO01,2.605976066
14112,g__JALSIX01,2.423724888
14113,g__JALSJK01,2.937199189
14114,g__JALSKU01,2.183239264
14115,g__JALSKY01,2.409350881
14116,g__JALSKZ01,2.676399294
14117,g__JALSMD01,1.066851271
14118,g__JALSNJ01,2.03886774
14119,g__JALSNL01,1.702752943
14120,g__JALSNP01,2.105207494
14121,g__JALSPZ01,2.268384299
14122,g__JALSQC01,2.093529918
14123,g__JALSQF01,1.115182232
14124,g__JALSQH01,2.225257668
14125,g__JALSQL01,2.123195934
14126,g__JALSQW01,2.48436497
14127,g__JALSRD01,2.921003896
14128,g__JALSRG01,2.929000533
14129,g__JALSRI01,2.522912752
14130,g__JALSRK01,2.379135699
14131,g__JALSRW01,2.570276302
14132,g__JALSRY01,2.686707924
14133,g__JALSSC01,2.388116141
14134,g__JALSSE01,2.224740897
14135,g__JALSSH01,2.25947459
14136,g__JALSSV01,2.631066586
14137,g__JALSSX01,2.722752199
14138,g__JALSTC01,2.928032946
14139,g__JALSTH01,2.248429447
14140,g__JALSTK01,2.779458953
14141,g__JALSTN01,2.738036583
14142,g__JALSTP01,2.751289681
14143,g__JALSVQ01,2.735415502
14144,g__JALTBU01,2.021813092
14145,g__JALTDM01,2.172337003
14146,g__JALTEL01,2.447754202
14147,g__JALTEO01,2.089877453
14148,g__JALTFF01,0.938141942
14149,g__JALTFR01,2.041046097
14150,g__JALTGF01,1.934090192
14151,g__JALTHG01,2.208945236
14152,g__JALTID01,1.97345186
14153,g__JALTLI01,2.442661943
14154,g__JALTLT01,2.483983556
14155,g__JALTMR01,3.868773931
14156,g__JALTMS01,2.700072935
14157,g__JALTON01,2.530266113
14158,g__JALTRC01,3.674078653
14159,g__JALTWR01,2.398563633
14160,g__JALTWS01,1.389532071
14161,g__JALTXS01,2.568418863
14162,g__JALTYD01,2.101929011
14163,g__JALTZE01,2.506580497
14164,g__JALTZQ01,2.702122506
14165,g__JALTZZ01,2.568156889
14166,g__JALUAR01,2.667999244
14167,g__JALUBW01,1.939164369
14168,g__JALUEN01,2.046252319
14169,g__JALUJC01,2.066240219
14170,g__JALULG01,1.292615695
14171,g__JALURD01,2.272661497
14172,g__JALURH01,2.015072922
14173,g__JALURZ01,2.810865916
14174,g__JALUTC01,2.031910158
14175,g__JALUTE01,2.478088062
14176,g__JALUTW01,2.240749599
14177,g__JALUUA01,2.23809479
14178,g__JALUUH01,2.551080029
14179,g__JALUUK01,3.174625264
14180,g__JALUUL01,2.232728103
14181,g__JALUUM01,2.667588444
14182,g__JALUUN01,2.267763183
14183,g__JALUUO01,2.561665608
14184,g__JALUUU01,2.406496215
14185,g__JALUUW01,1.547979158
14186,g__JALUUX01,1.071953648
14187,g__JALUVI01,1.980561804
14188,g__JALUVT01,1.204479473
14189,g__JALUWO01,2.385005578
14190,g__JALUXI01,2.914497732
14191,g__JALUYA01,3.22882372
14192,g__JALUYN01,4.207887724
14193,g__JALUZX01,2.089520064
14194,g__JALVAT01,2.131269517
14195,g__JALVCQ01,1.780532951
14196,g__JALVDI01,3.65208573
14197,g__JALVDO01,3.130794062
14198,g__JALVDV01,1.283218825
14199,g__JALVEU01,2.432378685
14200,g__JALVHX01,2.378212552
14201,g__JALVIB01,2.276376177
14202,g__JALVIT01,2.37995056
14203,g__JALVIU01,1.959375316
14204,g__JALVKT01,1.758609276
14205,g__JALVLD01,1.281307842
14206,g__JALVLL01,1.927698394
14207,g__JALVMN01,2.75991419
14208,g__JALVMZ01,2.481560062
14209,g__JALVPF01,3.756951492
14210,g__JALVPN01,2.959249185
14211,g__JALVPS01,2.438219191
14212,g__JALVPX01,2.246861247
14213,g__JALVQA01,1.493529268
14214,g__JALVQM01,2.838841614
14215,g__JALVRC01,2.0669222
14216,g__JALVSQ01,1.68804303
14217,g__JALVTX01,2.165613054
14218,g__JALVVK01,2.44156699
14219,g__JALVYZ01,1.939580791
14220,g__JALVZP01,2.070784576
14221,g__JALVZS01,2.045886107
14222,g__JALWDW01,1.90819105
14223,g__JALWEZ01,1.187118419
14224,g__JALWFW01,3.255167197
14225,g__JALWGO01,2.205574941
14226,g__JALWJW01,3.339618513
14227,g__JALWLB01,2.138469702
14228,g__JALWLM01,2.330066731
14229,g__JALWOP01,3.116324775
14230,g__JALWQB01,2.494250049
14231,g__JALWQH01,2.464376102
14232,g__JALWQU01,2.132064401
14233,g__JALWQZ01,1.650500544
14234,g__JALWRI01,2.572752816
14235,g__JALWRU01,2.648921759
14236,g__JALWSA01,2.145435125
14237,g__JALWSI01,2.095317442
14238,g__JALWSQ01,2.248618742
14239,g__JALWTO01,2.166569778
14240,g__JALWTS01,2.345597861
14241,g__JALWUZ01,2.642777409
14242,g__JALWWO01,2.258956135
14243,g__JALWWR01,2.15791357
14244,g__JALWYU01,2.600878101
14245,g__JALWYX01,1.89014198
14246,g__JALWZS01,1.595872822
14247,g__JALWZV01,1.537331275
14248,g__JALWZW01,1.907444672
14249,g__JALWZX01,1.446205591
14250,g__JALXAE01,2.615902241
14251,g__JALXAG01,2.994749765
14252,g__JALXBF01,2.927875092
14253,g__JALXBP01,2.0019234
14254,g__JALXCG01,2.670321133
14255,g__JALXCH01,2.845943707
14256,g__JALXDB01,2.264309543
14257,g__JALXDT01,2.192889224
14258,g__JALXEW01,2.35573097
14259,g__JALXFI01,1.761098127
14260,g__JALYGD01,2.188315607
14261,g__JALYGH01,2.663741053
14262,g__JALYGJ01,2.116135103
14263,g__JALYGK01,2.316000685
14264,g__JALYGL01,2.151707687
14265,g__JALYGY01,2.388183157
14266,g__JALYHC01,1.952872201
14267,g__JALYHE01,1.680193737
14268,g__JALYHF01,2.106080165
14269,g__JALYHQ01,3.180597196
14270,g__JALYIM01,3.257490365
14271,g__JALYIZ01,2.332660501
14272,g__JALYJB01,2.666225554
14273,g__JALYJG01,2.53736475
14274,g__JALYJV01,3.349570845
14275,g__JALYJY01,2.340478521
14276,g__JALYJZ01,1.585599515
14277,g__JALYKU01,2.085494548
14278,g__JALYKW01,2.662600951
14279,g__JALYLC01,3.461451916
14280,g__JALYLE01,2.157491903
14281,g__JALYLM01,2.262642096
14282,g__JALYLZ01,2.755704815
14283,g__JALYMB01,2.250289968
14284,g__JALYMR01,1.965155791
14285,g__JALYMT01,2.445110693
14286,g__JALYMU01,2.674028934
14287,g__JALYMX01,2.474302088
14288,g__JALYMZ01,2.333097675
14289,g__JALYNB01,2.341257083
14290,g__JALYNC01,2.452166645
14291,g__JALYNK01,1.889273697
14292,g__JALYNX01,2.517443738
14293,g__JALYOC01,4.060308377
14294,g__JALYOK01,2.70243595
14295,g__JALYOU01,2.472932687
14296,g__JALYPT01,2.231909836
14297,g__JALYQB01,3.483361589
14298,g__JALYQM01,1.983468589
14299,g__JALYQT01,1.792528805
14300,g__JALYQY01,1.896064308
14301,g__JALYQZ01,1.339790542
14302,g__JALYRK01,1.966172524
14303,g__JALYRS01,1.789967482
14304,g__JALYRV01,2.833458357
14305,g__JALYSK01,2.056467578
14306,g__JALYSX01,2.505053429
14307,g__JALYTT01,3.743324869
14308,g__JALYTY01,2.273867393
14309,g__JALYTZ01,2.008071038
14310,g__JALYUC01,1.717080068
14311,g__JALYUE01,2.099804916
14312,g__JALYUS01,3.065736354
14313,g__JALYVT01,2.673029863
14314,g__JALYVW01,2.331869079
14315,g__JALYXC01,2.695263019
14316,g__JALYXH01,2.256116591
14317,g__JALYXI01,3.417507683
14318,g__JALYXS01,3.001018589
14319,g__JALYXV01,3.235119707
14320,g__JALYYC01,2.39573074
14321,g__JALYZC01,2.018737655
14322,g__JALYZK01,2.244850303
14323,g__JALYZS01,2.309004979
14324,g__JALYZW01,2.228442241
14325,g__JALZAA01,2.571146133
14326,g__JALZAE01,3.424108666
14327,g__JALZAH01,2.985585781
14328,g__JALZAI01,3.061996488
14329,g__JALZAK01,2.540778221
14330,g__JALZAQ01,2.445346366
14331,g__JALZBG01,2.191991727
14332,g__JALZBL01,2.15089151
14333,g__JALZBN01,2.223404736
14334,g__JALZBO01,1.956067347
14335,g__JALZBR01,2.470413931
14336,g__JALZCF01,3.365236458
14337,g__JALZCH01,3.371771155
14338,g__JALZDI01,2.383772297
14339,g__JALZEA01,2.487440541
14340,g__JALZEG01,2.436842012
14341,g__JALZEK01,2.626950358
14342,g__JALZFG01,2.346895775
14343,g__JALZFU01,2.344870218
14344,g__JALZGD01,2.575383524
14345,g__JALZHR01,3.251817152
14346,g__JALZIF01,2.462293943
14347,g__JALZIY01,2.403058026
14348,g__JALZKA01,2.404062748
14349,g__JALZKG01,2.305739851
14350,g__JALZLY01,2.893070706
14351,g__JALZMG01,2.359146039
14352,g__JALZMX01,2.465138902
14353,g__JALZND01,2.83538434
14354,g__JALZOC01,2.841699916
14355,g__JALZUE01,3.20225186
14356,g__JALZUO01,2.743744242
14357,g__JALZUQ01,2.768156076
14358,g__JALZUR01,2.762537677
14359,g__JALZUS01,2.755434471
14360,g__JALZUU01,3.480820523
14361,g__JALZUV01,3.115562869
14362,g__JALZVI01,2.634517542
14363,g__JALZVN01,2.958404272
14364,g__JALZVT01,3.51597577
14365,g__JALZWD01,3.248736637
14366,g__JAMBLL01,2.71916191
14367,g__JAMCCX01,3.060090594
14368,g__JAMCPD01,1.962060142
14369,g__JAMCPL01,2.128437288
14370,g__JAMCPN01,2.120725533
14371,g__JAMCPX01,2.233943557
14372,g__JAMCQB01,2.724791376
14373,g__JAMCQF01,2.239358874
14374,g__JAMCQK01,2.23034995
14375,g__JAMCQP01,2.765246659
14376,g__JAMCQQ01,2.328503893
14377,g__JAMCQZ01,1.802748993
14378,g__JAMCRA01,2.93053539
14379,g__JAMCRB01,1.619104962
14380,g__JAMCRC01,1.504018818
14381,g__JAMCRD01,1.805926665
14382,g__JAMCRM01,1.794593073
14383,g__JAMCRN01,1.767251054
14384,g__JAMCRP01,1.090178422
14385,g__JAMCRR01,3.106229445
14386,g__JAMCRS01,2.873758177
14387,g__JAMCRT01,1.395435916
14388,g__JAMCRV01,2.065461834
14389,g__JAMCSD01,1.157059624
14390,g__JAMCSO01,1.696132918
14391,g__JAMCSY01,1.181407302
14392,g__JAMCTG01,2.153000771
14393,g__JAMCTH01,1.284738433
14394,g__JAMCTK01,1.636814125
14395,g__JAMCTM01,1.168501376
14396,g__JAMCUD01,2.3090802
14397,g__JAMCUI01,1.461678428
14398,g__JAMCUS01,2.206477721
14399,g__JAMCVD01,2.10255123
14400,g__JAMCVK01,2.611192011
14401,g__JAMCVM01,3.145332417
14402,g__JAMCVZ01,2.771489461
14403,g__JAMCWA01,2.70410428
14404,g__JAMCWD01,2.412702861
14405,g__JAMCWF01,1.797890287
14406,g__JAMCWG01,2.359266022
14407,g__JAMCWI01,1.982278488
14408,g__JAMCWJ01,2.782216875
14409,g__JAMCWL01,2.173932875
14410,g__JAMCWQ01,1.728647289
14411,g__JAMCWR01,1.953465906
14412,g__JAMCWS01,1.710923882
14413,g__JAMCWX01,2.439293188
14414,g__JAMCWY01,1.560695037
14415,g__JAMCXQ01,1.587667868
14416,g__JAMCXS01,2.071399335
14417,g__JAMCXX01,1.142403946
14418,g__JAMCYB01,1.714143685
14419,g__JAMCYD01,1.019035711
14420,g__JAMCYG01,1.700455418
14421,g__JAMCYM01,1.72050233
14422,g__JAMCYN01,2.378711859
14423,g__JAMCYS01,3.139375649
14424,g__JAMCYU01,1.046123955
14425,g__JAMCYV01,1.746178574
14426,g__JAMCYW01,1.877106084
14427,g__JAMCYY01,1.046471182
14428,g__JAMCZC01,1.424017683
14429,g__JAMCZD01,2.32497962
14430,g__JAMCZE01,1.159563431
14431,g__JAMCZG01,1.271386861
14432,g__JAMCZK01,2.224638234
14433,g__JAMCZT01,1.542896295
14434,g__JAMCZU01,1.248531063
14435,g__JAMDAJ01,1.720567963
14436,g__JAMDAL01,1.469453564
14437,g__JAMDAP01,2.406457664
14438,g__JAMDAS01,1.433702395
14439,g__JAMDAY01,2.065573448
14440,g__JAMDBA01,1.554411327
14441,g__JAMDBQ01,1.722267217
14442,g__JAMDBS01,1.652266684
14443,g__JAMDBT01,2.268466664
14444,g__JAMDBX01,1.5213329
14445,g__JAMDBZ01,1.436897953
14446,g__JAMDCE01,3.537368307
14447,g__JAMDCN01,1.892709924
14448,g__JAMDCU01,2.583749677
14449,g__JAMDCW01,1.418347589
14450,g__JAMDCX01,2.293732363
14451,g__JAMDDA01,2.783794828
14452,g__JAMDDE01,2.402425308
14453,g__JAMDDL01,1.974938258
14454,g__JAMDDV01,2.363935874
14455,g__JAMDEE01,1.459410453
14456,g__JAMDEL01,1.82848207
14457,g__JAMDEM01,2.320821548
14458,g__JAMDEO01,2.931823636
14459,g__JAMFSN01,3.617889014
14460,g__JAMFST01,4.558284834
14461,g__JAMJFU01,3.10210073
14462,g__JAMJFX01,3.584725705
14463,g__JAMJVX01,1.70339574
14464,g__JAMLGJ01,3.036958206
14465,g__JAMLGM01,3.085521337
14466,g__JAMLGR01,2.423322067
14467,g__JAMLHH01,2.783035841
14468,g__JAMLHN01,3.240657618
14469,g__JAMLHW01,3.507316418
14470,g__JAMLIA01,2.510729969
14471,g__JAMLIC01,4.729082171
14472,g__JAMLID01,3.058084741
14473,g__JAMLIN01,3.135571008
14474,g__JAMLIO01,3.184973674
14475,g__JAMLJD01,3.452682698
14476,g__JAMLJG01,2.163287915
14477,g__JAMNXU01,2.521723433
14478,g__JAMNXX01,2.312326091
14479,g__JAMNYG01,2.131246479
14480,g__JAMOAD01,2.499679965
14481,g__JAMONC01,2.295979858
14482,g__JAMOOS01,2.919979979
14483,g__JAMOPH01,2.097075097
14484,g__JAMOPP01,1.914229585
14485,g__JAMOQA01,1.746024782
14486,g__JAMOQE01,2.127428431
14487,g__JAMOQF01,2.044745962
14488,g__JAMOQH01,3.19780072
14489,g__JAMOQM01,2.326861734
14490,g__JAMORC01,2.17919229
14491,g__JAMORN01,1.4406164
14492,g__JAMOSG01,2.436148879
14493,g__JAMOSO01,2.42195934
14494,g__JAMOTN01,2.357684339
14495,g__JAMOTR01,2.062095082
14496,g__JAMOTU01,1.733902048
14497,g__JAMOUT01,2.095194718
14498,g__JAMOVQ01,2.116143984
14499,g__JAMOVV01,2.748611028
14500,g__JAMPCJ01,2.392694339
14501,g__JAMPGF01,2.730702575
14502,g__JAMPIX01,1.936970784
14503,g__JAMPXD01,2.692804571
14504,g__JAMPXJ01,3.483960688
14505,g__JAMPXM01,3.617178228
14506,g__JAMPXQ01,2.053593983
14507,g__JAMQHH01,1.584411308
14508,g__JAMQPK01,3.034404579
14509,g__JAMWBQ01,1.790817391
14510,g__JAMWCB01,2.138460592
14511,g__JAMWCF01,1.435077764
14512,g__JAMWCI01,1.636442466
14513,g__JAMWCK01,1.528715398
14514,g__JAMWCL01,1.650691894
14515,g__JAMWCN01,1.598817036
14516,g__JAMWCP01,1.455798144
14517,g__JAMWCT01,1.271408958
14518,g__JAMWCX01,1.704264724
14519,g__JAMWDC01,1.943597173
14520,g__JAMWDD01,1.782383122
14521,g__JAMWDE01,1.51096586
14522,g__JAMWDF01,1.634030493
14523,g__JAMWDI01,1.312576261
14524,g__JAMWZD01,3.155784757
14525,g__JAMWZF01,3.39009107
14526,g__JAMXCX01,1.90784843
14527,g__JAMXCY01,1.49980626
14528,g__JAMXCZ01,1.794619039
14529,g__JAMXEX01,4.308839646
14530,g__JAMXLF01,3.181845889
14531,g__JAMXLG01,2.976869891
14532,g__JAMXLI01,2.760294441
14533,g__JAMXLJ01,2.893355547
14534,g__JAMXLL01,3.05528029
14535,g__JAMXLO01,3.911238561
14536,g__JAMXSB01,4.658789235
14537,g__JAMZMI01,3.527256903
14538,g__JANBVJ01,2.114882401
14539,g__JANBVK01,2.070397766
14540,g__JANBVL01,1.525029847
14541,g__JANBVM01,1.863509568
14542,g__JANDLT01,3.067494748
14543,g__JANELJ01,3.431849146
14544,g__JANEMG01,2.896821611
14545,g__JANEWG01,5.101523889
14546,g__JANFFA01,3.327253689
14547,g__JANFMV01,4.271939219
14548,g__JANFXS01,2.916817448
14549,g__JANJTB01,2.884109654
14550,g__JANJTH01,3.453958427
14551,g__JANJTJ01,2.49529635
14552,g__JANJTM01,2.344066532
14553,g__JANJTV01,3.306168943
14554,g__JANJTY01,3.150141123
14555,g__JANJUB01,2.657825293
14556,g__JANJUH01,2.900246413
14557,g__JANJUO01,2.776556525
14558,g__JANJWP01,2.964875704
14559,g__JANKMV01,2.731527249
14560,g__JANKMX01,3.099089628
14561,g__JANLFJ01,2.552576526
14562,g__JANLFM01,2.296105737
14563,g__JANLFN01,2.898583943
14564,g__JANLFO01,2.398726329
14565,g__JANLFP01,2.451316721
14566,g__JANLFS01,2.970484942
14567,g__JANLFV01,2.025610714
14568,g__JANLFZ01,2.64817497
14569,g__JANLGA01,2.263835667
14570,g__JANLGW01,3.318721798
14571,g__JANLHA01,1.974168257
14572,g__JANLHG01,1.632673156
14573,g__JANLHH01,1.62471534
14574,g__JANLHL01,1.658005604
14575,g__JANLHP01,1.401201451
14576,g__JANLHZ01,3.310400841
14577,g__JANLIN01,1.938231992
14578,g__JANLIO01,1.357453757
14579,g__JANLIQ01,1.808528996
14580,g__JANLIR01,1.668225056
14581,g__JANQAO01,2.221513523
14582,g__JANQEA01,2.661451488
14583,g__JANQEB01,2.419831574
14584,g__JANQEE01,4.00746716
14585,g__JANQEH01,3.259204763
14586,g__JANQEJ01,3.977026145
14587,g__JANQEN01,3.545929741
14588,g__JANQEO01,3.984924101
14589,g__JANQEQ01,2.818342919
14590,g__JANQER01,2.88725107
14591,g__JANQES01,3.629014656
14592,g__JANQET01,4.509257385
14593,g__JANQEU01,3.656455069
14594,g__JANQEY01,3.099727117
14595,g__JANQEZ01,2.964838945
14596,g__JANQFB01,3.702740487
14597,g__JANQFC01,1.984833148
14598,g__JANQFE01,3.253061799
14599,g__JANQFH01,2.828038377
14600,g__JANQFK01,2.70680569
14601,g__JANQFL01,3.812476644
14602,g__JANQFM01,3.784091817
14603,g__JANQFP01,2.747813193
14604,g__JANQFQ01,3.114547061
14605,g__JANQFR01,2.929064646
14606,g__JANQFT01,3.381228984
14607,g__JANQFU01,2.42238744
14608,g__JANQFV01,2.699091161
14609,g__JANQFW01,2.568872735
14610,g__JANQFZ01,2.632519426
14611,g__JANQGB01,3.835951218
14612,g__JANQGF01,2.859789265
14613,g__JANQGG01,2.839033439
14614,g__JANQGH01,4.046832671
14615,g__JANQGL01,2.568218981
14616,g__JANQGO01,3.743993741
14617,g__JANQGQ01,3.393432161
14618,g__JANQGS01,2.305488641
14619,g__JANQGT01,2.251876629
14620,g__JANQGV01,3.383811245
14621,g__JANQHA01,2.994391479
14622,g__JANQHD01,2.140084404
14623,g__JANQHG01,3.242219019
14624,g__JANQHK01,2.539264024
14625,g__JANQHN01,3.347438894
14626,g__JANQHP01,2.212441634
14627,g__JANQHS01,3.142317418
14628,g__JANQHT01,3.109294675
14629,g__JANQHU01,2.433280876
14630,g__JANQHX01,4.681164562
14631,g__JANQHY01,2.459773462
14632,g__JANQID01,3.254892321
14633,g__JANQIE01,3.339029367
14634,g__JANQIN01,3.272584407
14635,g__JANQIO01,3.471207671
14636,g__JANQIR01,3.296131951
14637,g__JANQIS01,2.266284351
14638,g__JANQIU01,2.977269026
14639,g__JANQIV01,2.972041053
14640,g__JANQIW01,3.206543182
14641,g__JANQJA01,2.777356819
14642,g__JANQJB01,3.647110935
14643,g__JANQJC01,3.061507703
14644,g__JANQJF01,4.309546824
14645,g__JANQJG01,3.430833177
14646,g__JANQJO01,2.857183336
14647,g__JANQJS01,2.719312523
14648,g__JANQJU01,5.724188994
14649,g__JANQJV01,3.99165602
14650,g__JANQJW01,3.479764372
14651,g__JANQJX01,1.973462995
14652,g__JANQJY01,2.505187199
14653,g__JANQJZ01,2.482654712
14654,g__JANQKA01,3.759847845
14655,g__JANQKE01,3.023862198
14656,g__JANQKH01,3.623405129
14657,g__JANQKO01,3.682415349
14658,g__JANQKP01,2.684914677
14659,g__JANQKQ01,2.98939462
14660,g__JANQKW01,3.070879625
14661,g__JANQKX01,3.696099341
14662,g__JANQKZ01,3.051870572
14663,g__JANQLB01,2.848082446
14664,g__JANQLC01,2.20747889
14665,g__JANQLF01,3.84573213
14666,g__JANQLI01,2.719865155
14667,g__JANQLN01,2.892832255
14668,g__JANQLS01,4.395154365
14669,g__JANQLT01,3.698341095
14670,g__JANQLU01,4.364397876
14671,g__JANQLY01,3.000680601
14672,g__JANQMB01,2.958207779
14673,g__JANQMK01,3.08745047
14674,g__JANQMM01,1.983471825
14675,g__JANQMR01,2.810579239
14676,g__JANQMV01,2.017612402
14677,g__JANQMX01,3.662489998
14678,g__JANQMY01,3.935665527
14679,g__JANQMZ01,1.644892269
14680,g__JANQNA01,2.008963235
14681,g__JANQNC01,2.524336746
14682,g__JANQND01,2.070760232
14683,g__JANQNG01,2.437754468
14684,g__JANQNI01,2.173387943
14685,g__JANQNJ01,2.298673376
14686,g__JANQNK01,2.264843191
14687,g__JANQNL01,2.931898102
14688,g__JANQNQ01,1.676617787
14689,g__JANQNR01,2.242114013
14690,g__JANQNT01,2.840966055
14691,g__JANQNU01,3.628886269
14692,g__JANQNW01,3.210343903
14693,g__JANQNX01,2.621350636
14694,g__JANQOC01,3.434688837
14695,g__JANQOE01,3.299909437
14696,g__JANQOH01,3.493265583
14697,g__JANQOQ01,2.579588906
14698,g__JANQOT01,2.786221087
14699,g__JANQOZ01,3.933714612
14700,g__JANQPA01,5.048837925
14701,g__JANQPH01,2.193694478
