,genus,Mean_Score
5820,g__Frondihabitans,3.232668985
5821,g__Fructilactobacillus,3.044977624
5822,g__Fructobacillus,3.312254245
5823,g__Fuchsiella,2.520604976
5824,g__Fuerstiella,4.61806551
5825,g__Fukatsuia,3.577244075
5826,g__Fulvimarina,3.526651362
5827,g__Fulvimonas,2.593414869
5828,g__Fulvivirga,4.109398449
5829,g__Fumia,3.155347529
5830,g__Fundicoccus,3.590874084
5831,g__Fundidesulfovibrio,3.24585469
5832,g__Furfurilactobacillus,3.648487431
5833,g__Fuscibacter,3.929355601
5834,g__Fuscovulum,3.43816023
5835,g__Fusibacter,3.942716561
5836,g__Fusibacter_A,4.617811258
5837,g__Fusibacter_C,3.584235842
5838,g__Fusicatenibacter,3.241202555
5839,g__Fusobacterium,2.218347141
5840,g__Fusobacterium_A,2.845354951
5841,g__Fusobacterium_B,2.716190275
5842,g__Fusobacterium_C,2.99615578
5843,g__Futiania,2.86549662
5844,g__G004843345,2.697795036
5845,g__G016756615,5.132253804
5846,g__G019454225,3.22889481
5847,g__G019856515,2.861981857
5848,g__G020341755,2.434590086
5849,g__G020342025,3.374247377
5850,g__G020342115,3.001853517
5851,g__G020343695,1.957958585
5852,g__G020343875,3.452390448
5853,g__G020344215,3.170404842
5854,g__G020344255,1.9458055
5855,g__G020344375,2.290046609
5856,g__G020344415,2.997722721
5857,g__G020345745,2.771942149
5858,g__G020345765,2.604734429
5859,g__G020345805,2.794203747
5860,g__G020346125,2.516823379
5861,g__G020346285,1.604757724
5862,g__G020346765,2.394381133
5863,g__G020347605,2.684592719
5864,g__G020347665,2.275992424
5865,g__G020348185,2.738776508
5866,g__G020348385,2.363701668
5867,g__G020348765,2.878356487
5868,g__G020348885,2.452230452
5869,g__G020348925,3.389314821
5870,g__G020349025,2.278510846
5871,g__G020349885,2.016521821
5872,g__G020349905,2.178212391
5873,g__G020350085,2.863797139
5874,g__G020350405,2.003922686
5875,g__G020350445,3.235929276
5876,g__G020350565,2.863018705
5877,g__G020350725,2.491542609
5878,g__G020350785,3.210937811
5879,g__G020350845,2.104316413
5880,g__G020350885,2.730613104
5881,g__G020351025,1.908005766
5882,g__G020351185,2.164638247
5883,g__G020351775,3.085224936
5884,g__G020351855,2.440143011
5885,g__G020352215,3.13090421
5886,g__G020352515,2.8824098
5887,g__G020352555,2.805544777
5888,g__G020352595,2.324100726
5889,g__G020352775,1.576140696
5890,g__G020352895,2.573691647
5891,g__G020353115,2.332015881
5892,g__G020353215,3.447275908
5893,g__G020353235,1.995391998
5894,g__G020353355,4.048306825
5895,g__G020353555,4.24630997
5896,g__G020354025,2.589657911
5897,g__G020354085,2.581609415
5898,g__G020354275,2.471253837
5899,g__G020354625,3.627472641
5900,g__G020354645,3.555874791
5901,g__G020354665,3.096623279
5902,g__G020354785,1.986281028
5903,g__G020354945,1.63331323
5904,g__G020355325,2.479155183
5905,g__G020356045,3.055051032
5906,g__G0223898765,2.194943443
5907,g__G022818785,1.340325274
5908,g__G023898385,3.198824962
5909,g__G023898405,2.90052507
5910,g__G023898705,2.037561239
5911,g__G023898725,2.088024819
5912,g__G023898745,2.064077514
5913,g__G023898765,2.361176953
5914,g__G025736875,2.536497573
5915,g__G025836975,4.122412855
5916,g__G026625185,2.694425042
5917,g__G029814805,3.392727017
5918,g__G029866965,3.329004821
5919,g__G029867005,2.800973481
5920,g__G030254645,5.606506308
5921,g__G030406045,2.728685877
5922,g__G030583765,1.587233054
5923,g__G030583825,2.018088482
5924,g__G030583845,2.164893848
5925,g__G030584005,2.805330455
5926,g__G030584185,2.447963243
5927,g__G030657355,4.254226725
5928,g__G030845175,4.045827314
5929,g__G030849185,1.246845519
5930,g__G030913385,3.724384856
5931,g__G11,2.771399193
5932,g__G192,3.978240297
5933,g__G519,1.958331355
5934,g__G60ANME1,2.113158179
5935,g__G713,2.499211132
5936,g__G949788275,3.96711137
5937,g__G951813855,3.415791661
5938,g__G958295645,2.101047295
5939,g__G958295755,2.442547136
5940,g__G958295825,4.455466939
5941,g__G958295935,2.213367471
5942,g__G958296095,2.956036935
5943,g__G958296245,2.037967631
5944,g__G958296285,2.080284985
5945,g__GAS188,3.860844922
5946,g__GAS474,2.268889971
5947,g__GBBU,1.697027741
5948,g__GBChlB,2.642796758
5949,g__GBS-1,2.101381512
5950,g__GBS-2,1.441599453
5951,g__GBS-DC,2.118754812
5952,g__GCA-000496135,2.379973388
5953,g__GCA-001602625,3.609719655
5954,g__GCA-001730085,1.937359384
5955,g__GCA-001735895,3.25356419
5956,g__GCA-001856825,2.279608607
5957,g__GCA-002050365,2.803626914
5958,g__GCA-002282575,2.766012303
5959,g__GCA-002401295,2.980444938
5960,g__GCA-002402085,3.302821016
5961,g__GCA-002684695,2.363947453
5962,g__GCA-002688135,1.393112641
5963,g__GCA-002690875,1.927643152
5964,g__GCA-002691585,2.114188448
5965,g__GCA-002694895,1.876527889
5966,g__GCA-002697625,1.823792605
5967,g__GCA-002700125,1.857987158
5968,g__GCA-002701365,1.686617009
5969,g__GCA-002701455,2.611643963
5970,g__GCA-002701945,2.151353906
5971,g__GCA-002704045,1.949200651
5972,g__GCA-002704185,1.501303262
5973,g__GCA-002705045,2.516905254
5974,g__GCA-002707245,1.735356714
5975,g__GCA-002707645,1.765327006
5976,g__GCA-002707905,1.735542978
5977,g__GCA-002708145,2.007684802
5978,g__GCA-002708315,2.684270316
5979,g__GCA-002708715,1.859820432
5980,g__GCA-002712045,2.751113446
5981,g__GCA-002712965,2.267280951
5982,g__GCA-002713455,1.778174093
5983,g__GCA-002715585,1.858912093
5984,g__GCA-002715885,1.682172069
5985,g__GCA-002717915,1.646748317
5986,g__GCA-002718395,1.933521482
5987,g__GCA-002718515,2.527058223
5988,g__GCA-002718655,2.104240808
5989,g__GCA-002719095,1.992005112
5990,g__GCA-002719695,1.852990012
5991,g__GCA-002720895,1.410519101
5992,g__GCA-002721295,2.590282532
5993,g__GCA-002722245,2.360495577
5994,g__GCA-002723415,2.398350071
5995,g__GCA-002724395,3.202313551
5996,g__GCA-002724975,1.365043256
5997,g__GCA-002726655,3.208025165
5998,g__GCA-002727615,1.916950167
5999,g__GCA-002727735,1.925212414
6000,g__GCA-002728675,3.399843887
6001,g__GCA-002728855,1.808074188
6002,g__GCA-002729875,2.721105973
6003,g__GCA-002731945,2.073938893
6004,g__GCA-002733105,2.798757618
6005,g__GCA-002733185,2.440263787
6006,g__GCA-002733465,3.75214092
6007,g__GCA-002748415,2.512889199
6008,g__GCA-002772825,1.589459068
6009,g__GCA-002772895,1.629121602
6010,g__GCA-002773005,1.33344159
6011,g__GCA-002779355,1.797553449
6012,g__GCA-002779425,1.572333334
6013,g__GCA-002779465,2.581110839
6014,g__GCA-002779875,1.908260345
6015,g__GCA-002780085,1.649644625
6016,g__GCA-002780795,1.512223432
6017,g__GCA-002782225,1.608213355
6018,g__GCA-002782285,1.450266849
6019,g__GCA-002782345,1.551610112
6020,g__GCA-002784865,1.199003664
6021,g__GCA-002785045,1.647804685
6022,g__GCA-002787175,1.730294967
6023,g__GCA-002787255,1.639150607
6024,g__GCA-002787375,1.435160622
6025,g__GCA-00278855,1.531572131
6026,g__GCA-002788555,1.880078212
6027,g__GCA-002789015,1.475590663
6028,g__GCA-002790365,2.145165313
6029,g__GCA-002790575,1.479863675
6030,g__GCA-002790615,1.424240057
6031,g__GCA-002790695,1.386523808
6032,g__GCA-002791395,1.630924301
6033,g__GCA-002792115,2.238167474
6034,g__GCA-002793235,2.780147482
6035,g__GCA-002793355,1.972514233
6036,g__GCA-002793575,1.554111574
6037,g__GCA-002795985,1.850913905
6038,g__GCA-002838935,2.447684332
6039,g__GCA-002840015,2.931582775
6040,g__GCA-002840305,1.504984801
6041,g__GCA-002840935,2.912048244
6042,g__GCA-002841655,1.65371937
6043,g__GCA-002862325,2.55983073
6044,g__GCA-003244245,3.306386834
6045,g__GCA-004216475,3.985363218
6046,g__GCA-012562765,1.355053763
6047,g__GCA-013348725,2.580462278
6048,g__GCA-013693735,3.154442507
6049,g__GCA-014075295,2.049013697
6050,g__GCA-014931565,3.532208685
6051,g__GCA-016432245,1.706201768
6052,g__GCA-016432345,1.058921815
6053,g__GCA-016432425,1.060596383
6054,g__GCA-016432445,1.600982713
6055,g__GCA-016432465,1.798879645
6056,g__GCA-016432525,1.036004095
6057,g__GCA-016432625,2.010852952
6058,g__GCA-016699085,2.089204153
6059,g__GCA-016699105,2.168454993
6060,g__GCA-016699145,2.438227854
6061,g__GCA-016699305,2.575119366
6062,g__GCA-016699365,2.025279532
6063,g__GCA-016699445,3.411213221
6064,g__GCA-016699515,2.222015984
6065,g__GCA-016699535,3.570673596
6066,g__GCA-016699595,1.516295249
6067,g__GCA-016699755,1.975528464
6068,g__GCA-016699835,2.400314505
6069,g__GCA-016699855,3.503747321
6070,g__GCA-016699895,1.864702895
6071,g__GCA-016699975,1.517319526
6072,g__GCA-016700035,1.635399104
6073,g__GCA-016700095,1.474591042
6074,g__GCA-016700155,2.740329668
6075,g__GCA-016700315,2.058514521
6076,g__GCA-016700335,2.437611457
6077,g__GCA-020341775,2.523872584
6078,g__GCA-020343435,1.605823762
6079,g__GCA-020343575,1.716509044
6080,g__GCA-020343615,1.874800577
6081,g__GCA-020343675,2.573441743
6082,g__GCA-020343715,2.657053481
6083,g__GCA-020344235,2.397819964
6084,g__GCA-020344395,2.706323556
6085,g__GCA-020344555,3.201151353
6086,g__GCA-020344715,2.33474318
6087,g__GCA-020345705,2.459805245
6088,g__GCA-020345945,1.888469576
6089,g__GCA-020346225,2.734531297
6090,g__GCA-020346805,2.801453262
6091,g__GCA-020347585,2.686509079
6092,g__GCA-020348065,2.781311947
6093,g__GCA-020348265,3.537954986
6094,g__GCA-020348365,1.896384571
6095,g__GCA-020348445,2.955968635
6096,g__GCA-020350385,1.810969677
6097,g__GCA-020350865,2.4070728
6098,g__GCA-020351305,2.368571361
6099,g__GCA-020352575,2.359511557
6100,g__GCA-020352645,2.290520971
6101,g__GCA-020354575,2.396132948
6102,g__GCA-020355125,2.303542558
6103,g__GCA-020356005,2.380466187
6104,g__GCA-020356105,3.216558341
6105,g__GCA-020356305,2.460769466
6106,g__GCA-021513135,4.79808222
6107,g__GCA-022846635,4.614199958
6108,g__GCA-023898365,1.899612777
6109,g__GCA-024661895,3.182795422
6110,g__GCA-030583725,1.456808691
6111,g__GCA-16432305,1.538637698
6112,g__GCA-1730015,3.605108963
6113,g__GCA-2400775,2.452201485
6114,g__GCA-2400975,3.189573517
6115,g__GCA-2401155,3.359965695
6116,g__GCA-2401345,1.954921374
6117,g__GCA-2401425,2.25023077
6118,g__GCA-2401445,2.238514598
6119,g__GCA-2401635,2.595106974
6120,g__GCA-2401725,3.475988899
6121,g__GCA-2401735,2.521731991
6122,g__GCA-2401785,1.797908263
6123,g__GCA-2401865,1.967166113
6124,g__GCA-2402025,2.075282827
6125,g__GCA-2402105,3.440845138
6126,g__GCA-2402195,2.252471676
6127,g__GCA-2683135,2.92018564
6128,g__GCA-2683315,2.890593311
6129,g__GCA-2683405,3.074325811
6130,g__GCA-2683775,1.74463584
6131,g__GCA-2683825,3.29274379
6132,g__GCA-2684655,2.71976036
6133,g__GCA-2685815,2.230283686
6134,g__GCA-2685855,1.577567355
6135,g__GCA-2685965,2.598687844
6136,g__GCA-2686065,3.579063309
6137,g__GCA-2686265,2.550605711
6138,g__GCA-2686295,1.878934394
6139,g__GCA-2686365,1.57444375
6140,g__GCA-2686445,1.57959512
6141,g__GCA-2686465,1.434662713
6142,g__GCA-2686595,2.332911257
6143,g__GCA-2686765,2.35907928
6144,g__GCA-2686855,1.882326054
6145,g__GCA-2686945,2.654587263
6146,g__GCA-2686955,2.751594124
6147,g__GCA-2686995,3.213439204
6148,g__GCA-2687015,3.537108084
6149,g__GCA-2687025,3.537056562
6150,g__GCA-2687185,2.265910447
6151,g__GCA-2687275,2.242448541
6152,g__GCA-2687515,3.473283473
6153,g__GCA-2687715,3.219692186
6154,g__GCA-2687795,1.68196276
6155,g__GCA-2687815,1.460962403
6156,g__GCA-2688035,1.443006546
6157,g__GCA-2688095,1.649016005
6158,g__GCA-2688105,2.027579925
6159,g__GCA-2688265,2.04033345
6160,g__GCA-2688355,1.677301066
6161,g__GCA-2688435,1.985037548
6162,g__GCA-2688775,2.017394773
6163,g__GCA-2688925,1.942249507
6164,g__GCA-2688965,1.99517457
6165,g__GCA-2689605,3.332730544
6166,g__GCA-2689925,1.891600834
6167,g__GCA-2689995,2.374937402
6168,g__GCA-2690215,3.484013865
6169,g__GCA-2690565,2.06151524
6170,g__GCA-2691085,2.187256921
6171,g__GCA-2691145,2.378615382
6172,g__GCA-2691245,1.946150351
6173,g__GCA-2691785,1.876053993
6174,g__GCA-2692065,1.81640356
6175,g__GCA-2693325,2.54971932
6176,g__GCA-2693335,1.466899031
6177,g__GCA-2696965,1.8398766
6178,g__GCA-2697345,2.544144519
6179,g__GCA-2697505,1.889243296
6180,g__GCA-2698665,1.850480205
6181,g__GCA-2698995,3.134678612
6182,g__GCA-2699025,4.420582729
6183,g__GCA-2699105,3.165104097
6184,g__GCA-2699335,4.031480029
6185,g__GCA-2699365,1.986852878
6186,g__GCA-2699445,2.596635252
6187,g__GCA-2700365,2.913429434
6188,g__GCA-2700405,1.602751142
6189,g__GCA-2701545,3.840575428
6190,g__GCA-2701705,1.734622351
6191,g__GCA-2701885,2.237496062
6192,g__GCA-2701925,1.888792401
6193,g__GCA-2702065,3.820043623
6194,g__GCA-2702235,1.791747387
6195,g__GCA-2702655,3.193850795
6196,g__GCA-2704625,1.555027777
6197,g__GCA-2704665,2.278998213
6198,g__GCA-2705055,2.726234666
6199,g__GCA-2705205,1.989181483
6200,g__GCA-2705445,1.835402916
6201,g__GCA-2705995,3.449524251
6202,g__GCA-2706205,3.367568339
6203,g__GCA-2706465,1.275650504
6204,g__GCA-2706885,2.252964827
6205,g__GCA-2707145,2.03924281
6206,g__GCA-2707185,2.343653623
6207,g__GCA-2707205,2.437689444
6208,g__GCA-2707495,3.579890209
6209,g__GCA-2707695,2.064123022
6210,g__GCA-2707915,1.978797833
6211,g__GCA-2708265,2.808602346
6212,g__GCA-2708415,2.751726205
6213,g__GCA-2709075,2.662647205
6214,g__GCA-2709385,3.117559028
6215,g__GCA-2709565,2.721671232
6216,g__GCA-2709665,3.270870841
6217,g__GCA-2710765,1.763656253
6218,g__GCA-2711125,1.669593732
6219,g__GCA-2711415,2.45506676
6220,g__GCA-2711515,1.90710254
6221,g__GCA-2711565,2.929430185
6222,g__GCA-2711625,2.115004966
6223,g__GCA-2711925,2.209788191
6224,g__GCA-2712005,3.964687988
6225,g__GCA-2712585,2.270957685
6226,g__GCA-2712665,2.437542797
6227,g__GCA-2712715,1.669940214
6228,g__GCA-2712985,2.514241084
6229,g__GCA-2713145,4.025059634
6230,g__GCA-2715305,1.724973247
6231,g__GCA-2715465,2.11546237
6232,g__GCA-2715505,2.119087122
6233,g__GCA-2715565,1.428218017
6234,g__GCA-2715645,1.603701548
6235,g__GCA-2715965,3.322003151
6236,g__GCA-2716065,2.206875693
6237,g__GCA-2716345,1.660644476
6238,g__GCA-2716585,3.087054174
6239,g__GCA-2716765,1.617527838
6240,g__GCA-2716945,1.827579408
6241,g__GCA-2717185,4.017521192
6242,g__GCA-2717285,2.451607498
6243,g__GCA-2717385,2.042747141
6244,g__GCA-2717465,2.505752035
6245,g__GCA-2717485,1.776209063
6246,g__GCA-2717625,1.754216092
6247,g__GCA-2717925,2.061848408
6248,g__GCA-2718035,1.495645957
6249,g__GCA-2718595,2.347237046
6250,g__GCA-2718715,2.203994436
6251,g__GCA-2718815,3.127496808
6252,g__GCA-2718845,1.70225423
6253,g__GCA-2718895,1.633199803
6254,g__GCA-2719315,1.685336376
6255,g__GCA-2719675,2.038586657
6256,g__GCA-2719775,2.292822004
6257,g__GCA-2720125,2.067066175
6258,g__GCA-2720195,1.899060573
6259,g__GCA-2720855,3.068350193
6260,g__GCA-2720865,4.187648023
6261,g__GCA-2720935,3.074864125
6262,g__GCA-2720975,2.69453632
6263,g__GCA-2721105,2.471772675
6264,g__GCA-2721365,3.141189418
6265,g__GCA-2721545,2.291052304
6266,g__GCA-2721815,3.322001517
6267,g__GCA-2722105,2.304028805
6268,g__GCA-2722175,2.754228483
6269,g__GCA-2722315,2.809949734
6270,g__GCA-2722455,2.651245627
6271,g__GCA-2722775,2.455573163
6272,g__GCA-2722955,4.069509973
6273,g__GCA-2723085,2.111422624
6274,g__GCA-2723275,3.808875968
6275,g__GCA-2724185,2.718958213
6276,g__GCA-2724215,3.514633006
6277,g__GCA-2724505,2.630885368
6278,g__GCA-2724675,3.397683859
6279,g__GCA-2725445,2.72665679
6280,g__GCA-2725625,2.921878077
6281,g__GCA-2725915,2.615580886
6282,g__GCA-2725955,3.477326681
6283,g__GCA-2726205,2.737979562
6284,g__GCA-2726245,4.786840042
6285,g__GCA-2726865,2.374498236
6286,g__GCA-2728135,2.454389712
6287,g__GCA-2728255,2.739854791
6288,g__GCA-2728355,1.866269782
6289,g__GCA-2729495,2.621470995
6290,g__GCA-2729515,3.066337347
6291,g__GCA-2730555,2.617389061
6292,g__GCA-2730855,1.981155244
6293,g__GCA-2730975,3.090142705
6294,g__GCA-2731375,3.707230188
6295,g__GCA-2732015,1.99892951
6296,g__GCA-2732755,2.633787788
6297,g__GCA-2732805,2.413123829
6298,g__GCA-2733415,2.702954995
6299,g__GCA-2733545,2.355866119
6300,g__GCA-2733575,5.221811415
6301,g__GCA-2733885,4.250797998
6302,g__GCA-2737125,2.565219306
6303,g__GCA-2737595,3.15311994
6304,g__GCA-2737665,3.480544552
6305,g__GCA-2737725,3.193434873
6306,g__GCA-2742885,2.431742332
6307,g__GCA-2742935,2.583830186
6308,g__GCA-2746115,3.549191397
6309,g__GCA-2746155,3.222766437
6310,g__GCA-2746185,2.763031634
6311,g__GCA-2746235,2.861333876
6312,g__GCA-2746255,2.366122862
6313,g__GCA-2746335,2.867498799
6314,g__GCA-2746365,3.049344449
6315,g__GCA-2746425,4.216373631
6316,g__GCA-2746535,3.685502876
6317,g__GCA-2746565,2.417071134
6318,g__GCA-2746605,2.521175026
6319,g__GCA-2746795,3.427537021
6320,g__GCA-2746885,2.130571954
6321,g__GCA-2747035,3.51280023
6322,g__GCA-2747255,2.757735213
6323,g__GCA-2747325,2.799368072
6324,g__GCA-2747355,2.17617808
6325,g__GCA-2747515,1.551698464
6326,g__GCA-2747695,2.344070073
6327,g__GCA-2747955,1.835904904
6328,g__GCA-2748055,2.488908754
6329,g__GCA-2748265,3.379879455
6330,g__GCA-2748355,2.513110221
6331,g__GCA-2748425,2.646450502
6332,g__GCA-2748505,2.47640041
6333,g__GCA-2748575,3.705058368
6334,g__GCA-2748835,2.423599742
6335,g__GCA-2749205,2.516057051
6336,g__GCA-2753255,3.85023102
6337,g__GCA-2753275,2.794332337
6338,g__GCA-2753565,3.068029903
6339,g__GCA-2753745,2.33794238
6340,g__GCA-2770975,4.032377234
6341,g__GCA-2774365,1.886596474
6342,g__GCA-2785325,1.7475918
6343,g__GCA-2786165,2.443587201
6344,g__GCA-2786225,3.267099112
6345,g__GCA-2792135,1.4028694
6346,g__GCA-2794515,2.941042268
6347,g__GCA-2794595,3.070756746
6348,g__GCA-2861585,2.421400088
6349,g__GCA-2861595,2.019575411
6350,g__GCA-2862085,3.272681227
6351,g__GCA-2862225,3.517638938
6352,g__GCA-2862545,3.988743115
6353,g__GCA-2862585,2.229913233
6354,g__GCA-2862715,1.577603118
6355,g__GCA-2863045,2.742678805
6356,g__GCA-2863065,3.615346223
6357,g__GCA-2863085,2.000623342
6358,g__GCA-918320885,2.392320165
6359,g__GCA-958296115,2.195336189
6360,g__GCA-965745,2.733268867
6361,g__GCA001735715,2.111928573
6362,g__GCF-000287335,2.228095145
6363,g__GCF-000287355,1.802321966
6364,g__GCF-000787395,2.666406321
6365,g__GCF-001939115,4.443711252
6366,g__GCF-002002485,3.018116129
6367,g__GCF-002020805,2.960485876
6368,g__GCF-002259525,2.232424733
6369,g__GCF-002776555,1.597273114
6370,g__GCF-1484045,2.263187598
6371,g__GCF-900161835,2.253673891
6372,g__GFB01,2.654517361
6373,g__GH22,3.192126933
6374,g__GJ-E10,2.290390041
6375,g__GLO-12,3.583468719
6376,g__GLO-3,2.817293591
6377,g__GLR112,1.833980594
6378,g__GLR113,2.458558293
6379,g__GLR69,3.340755876
6380,g__GLR71,1.845655142
6381,g__GM202ARS2,2.080549267
6382,g__GM7ARS4,1.819892556
6383,g__GM7GCV1,2.395275477
6384,g__GMQP-bins7,2.277956338
6385,g__GN02-872,1.955726927
6386,g__GN02-873,2.741572875
6387,g__GPF-1,3.751246915
6388,g__GPS1B09,2.384101772
6389,g__GRL18,3.3439845
6390,g__GSA-30,3.568900756
6391,g__GSB9,2.670684326
6392,g__GSPS2-BC2016,2.113782789
6393,g__GUT77,2.223924465
6394,g__GW-Firmicutes-8,2.440323664
6395,g__GW-Nitrospira-1,2.338019194
6396,g__GW2011-AR1,1.881057661
6397,g__GW2011-AR10,1.986219719
6398,g__GW2011-AR11,1.921295723
6399,g__GW2011-AR13,1.988910958
6400,g__GW2011-AR15,2.148248022
6401,g__GW2011-AR17,1.840857877
6402,g__GW2011-AR18,2.070246095
6403,g__GW2011-AR20,1.762615832
6404,g__GW2011-AR5,1.879046278
6405,g__GW2011-AR9,1.759100589
6406,g__GW928-bin9,2.781999222
6407,g__GWA1-39-11,1.406505572
6408,g__GWA1-40-21,1.74989188
6409,g__GWA1-42-19,1.209016873
6410,g__GWA1-42-9,1.511226492
6411,g__GWA1-44-24,1.531033637
6412,g__GWA1-44-25,1.701150273
6413,g__GWA1-44-29,1.471971226
6414,g__GWA1-48-11,1.253365026
6415,g__GWA1-52-35,3.227375571
6416,g__GWA1-54-10,1.860908334
6417,g__GWA1-54-12,1.552132792
6418,g__GWA2-31-9,2.935837522
6419,g__GWA2-32-17,2.79169977
6420,g__GWA2-33-14,1.727048919
6421,g__GWA2-35-9,1.374472385
6422,g__GWA2-36-10,1.555259941
6423,g__GWA2-37-10,1.775416716
6424,g__GWA2-37-8,1.946474665
6425,g__GWA2-38-11,1.946654127
6426,g__GWA2-38-13,1.431513655
6427,g__GWA2-38-13b,1.731112677
6428,g__GWA2-38-27,1.576348
6429,g__GWA2-41-24,1.126045599
6430,g__GWA2-42-14,2.012570546
6431,g__GWA2-42-15,1.509418082
6432,g__GWA2-43-13,1.535118608
6433,g__GWA2-43-14,1.550900225
6434,g__GWA2-44-10,1.265216828
6435,g__GWA2-44-7,1.388775664
6436,g__GWA2-44-9,1.680718538
6437,g__GWA2-45-9,1.602294034
6438,g__GWA2-46-10,1.830701981
6439,g__GWA2-46-15,1.540515257
6440,g__GWA2-46-9,1.696749095
6441,g__GWA2-47-10,1.752335002
6442,g__GWA2-47-10b,1.443236368
6443,g__GWA2-47-26,1.259160218
6444,g__GWA2-47-8,2.583170992
6445,g__GWA2-49-15,3.892382527
6446,g__GWA2-52-8,2.042955158
6447,g__GWA2-54-12,2.279101828
6448,g__GWA2-56-11,1.631835328
6449,g__GWA2-58-10,2.286605185
6450,g__GWA2-66-18,2.570218754
6451,g__GWA2-73-35,2.657412493
6452,g__GWB1-36-13,3.114769952
6453,g__GWB1-36-5,1.638130248
6454,g__GWB1-37-8,1.280771594
6455,g__GWB1-38-13,1.236532624
6456,g__GWB1-39-10,1.454961273
6457,g__GWB1-39-12,2.028459464
6458,g__GWB1-40-14,1.560601754
6459,g__GWB1-41-6,1.626256588
6460,g__GWB1-42-6,1.339443871
6461,g__GWB1-45-5,1.698261993
6462,g__GWB1-45-9,1.629319872
6463,g__GWB1-50-10,1.684778759
6464,g__GWB1-54-5,1.931610281
6465,g__GWB1-55-8,3.398344104
6466,g__GWB2-37-7,3.362741629
6467,g__GWB2-47-37,2.423263739
6468,g__GWB2-55-19,2.213725176
6469,g__GWC1-27-15,2.842578959
6470,g__GWC1-37-10,1.608567934
6471,g__GWC1-37-12b,1.553863696
6472,g__GWC1-40-35,1.352251571
6473,g__GWC1-40-9,1.096625121
6474,g__GWC1-42-9,1.126877945
6475,g__GWC1-47-15,1.4958279
6476,g__GWC1-49-16,1.447541432
6477,g__GWC2-33-13,1.683336248
6478,g__GWC2-36-17,1.69694618
6479,g__GWC2-37-13,1.408426942
6480,g__GWC2-37-14,1.567737106
6481,g__GWC2-37-8,2.0646164
6482,g__GWC2-39-10,1.78494352
6483,g__GWC2-39-14,2.004615357
6484,g__GWC2-40-17,1.588974736
6485,g__GWC2-42-11,2.012097622
6486,g__GWC2-42-12,1.638344905
6487,g__GWC2-42-7,2.397365935
6488,g__GWC2-42-7-A,2.422479647
6489,g__GWC2-45-19,1.146132185
6490,g__GWC2-45-44,2.063676042
6491,g__GWC2-56-14,2.963763934
6492,g__GWC2-57-13,2.845517045
6493,g__GWC2-65-14,2.046266494
6494,g__GWC2-70-10,1.910928869
6495,g__GWC2-73-18,2.272392241
6496,g__GWE1-39-12,1.611105175
6497,g__GWE2-29-8,2.169955234
6498,g__GWE2-31-10,3.050058229
6499,g__GWE2-37-16,1.752260337
6500,g__GWE2-39-37,2.083630314
6501,g__GWE2-40-63,2.770675465
6502,g__GWE2-41-16,2.065439291
6503,g__GWE2-42-24,2.918986361
6504,g__GWE2-42-39,3.143298753
6505,g__GWE2-51-13,2.701125177
6506,g__GWF,1.711389864
6507,g__GWF1-31-35,1.077864888
6508,g__GWF1-45-5,1.482226688
6509,g__GWF1-51-8,2.751246991
6510,g__GWF2-30-66,1.756250214
6511,g__GWF2-32-72,1.859540816
6512,g__GWF2-33-10,1.977070671
6513,g__GWF2-33-38,3.029152287
6514,g__GWF2-33-9,2.347184247
6515,g__GWF2-35-18,1.545806945
6516,g__GWF2-35-48,3.020823243
6517,g__GWF2-35-9,2.503000563
6518,g__GWF2-37-15,2.595074025
6519,g__GWF2-37-49,2.328249258
6520,g__GWF2-38-10,1.714769146
6521,g__GWF2-38-335,3.022773745
6522,g__GWF2-38-69,2.727481365
6523,g__GWF2-38-85,2.68678695
6524,g__GWF2-39-127,2.887281466
6525,g__GWF2-39-15,1.863473536
6526,g__GWF2-43-52,1.900064764
6527,g__GWF2-43-63,2.866619784
6528,g__GWF2-44-16,2.98037419
6529,g__GWF2-45-14,2.442517353
6530,g__GWF2-50-10,2.245850787
6531,g__GWF2-50-93,2.62333418
6532,g__GWF2-57-35,2.762585758
6533,g__GYS-P2D,3.250111885
6534,g__Ga0074130,3.207029944
6535,g__Ga0074137,3.772020007
6536,g__Ga0074139,3.318624943
6537,g__Ga0074140,2.303473903
6538,g__Ga0077523,3.50127115
6539,g__Ga0077527,2.938867925
6540,g__Ga0077529,3.891584197
6541,g__Ga0077530,3.69780314
6542,g__Ga0077536,3.306394476
6543,g__Ga0077539,5.571970553
6544,g__Ga0077546,4.126421046
6545,g__Ga0077548,3.061061068
6546,g__Ga0077550,4.963337652
6547,g__Ga0077553,3.618279923
6548,g__Ga0077554,2.50980128
6549,g__Ga0077555,3.474326053
6550,g__Ga0077560,2.62702033
6551,g__Ga6A1,3.501030119
6552,g__Gabonibacter,3.311374989
6553,g__Gaetbulibacter,2.908414024
6554,g__Gaiella,2.520293614
6555,g__Gaiellasilicea,2.477027677
6556,g__Galactobacter,3.301899674
6557,g__Galbibacter,3.509329395
6558,g__Galbibacter_B,3.094905686
6559,g__Galbitalea,3.103715088
6560,g__Gallacutalibacter,2.704380365
6561,g__Gallacutalibacter_A,2.695648674
6562,g__Gallaecimonas,4.850150595
6563,g__Gallalistipes,1.855283091
6564,g__Gallibacter,2.7289226
6565,g__Gallibacterium,3.107564277
6566,g__Gallibacteroides,2.042220317
