"","OTU","Wlab","Wlight","Z","Gi","Mlight","Mheavymax","Mlab","A","A_CI_low","A_CI_high","Incorporator","CM_control","CM_treatment","delta_BD","Culture","Substrate","copy_number","id","Domain","Phylum","Class","Order","Family","Genus","Species"
"27","21bdb6c8cb7ed339792d39838ea86d08",1.76458779495428,1.75269643254218,0.0118913624120949,1.27702719016814,308.324405486323,317.66208001442,310.4162664487,0.221534334573792,0.221534334573792,0.221534334573792,TRUE,1.76511758325119,1.75367860009744,-0.0114389831537516,"Chemostat","Multi",2,"chemo_carb","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella",""
"28","2461a8cf82261ae32270bfb8a9e60b2e",1.76466234776252,1.79645715572007,-0.0317948079575574,1.80107005149419,308.584330745541,317.660650320685,303.122814725788,-0.595045800968917,-0.595045800968917,-0.595045800968917,FALSE,1.7964442483099,1.75494805389334,-0.0414961944165544,"Chemostat","Multi",1,"chemo_carb","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"29","27af011f1ebcc0867bb168193e6a9d27",1.76922966994311,1.76142267654139,0.00780699340172486,1.38152559745869,308.37623669634,317.661794921865,309.74302462135,0.145559339968665,0.145559339968665,0.145559339968665,TRUE,1.7885718791888,1.75594592021713,-0.0326259589716724,"Chemostat","Multi",2,"chemo_carb","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"30","27c7baf02d6ba15f77c56b6acb9434c0",1.78819543214491,1.78941106962261,-0.00121563747770237,1.71669184995818,308.542479157579,317.660880521295,308.332870640289,-0.0227319757058029,-0.0227319757058029,-0.0227319757058029,FALSE,1.79414909956028,1.77789252413371,-0.0162565754265696,"Batch","Single",2,"batch_glu","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Roseiflexus sp."
"31","282d970c7e74112691085e63921dbcfd",1.78764453526369,1.77432549027056,0.013319044993134,1.53603921000355,308.452875448162,317.661373377827,310.768289248439,0.248649038695594,0.248649038695594,0.248649038695594,TRUE,1.78441532503846,1.78375123561373,-0.000664089424723846,"Batch","Multi",1,"batch_carb","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",""
"32","282d970c7e74112691085e63921dbcfd",1.78479609399105,1.78226209873507,0.00253399525598019,1.63108158377924,308.500016465554,317.661114083223,308.938637462291,0.0473466077514161,0.0473466077514161,0.0473466077514161,TRUE,1.7962786350268,1.77981507278168,-0.0164635622451235,"Batch","Single",1,"batch_glu","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",""
"33","285bfcf58e6f5f2669ba8a2efb4ed898",1.77377752570669,1.75722032947209,0.0165571962346023,1.3312017037349,308.351276045052,317.661932215512,311.256678686394,0.308583712662941,0.308583712662941,0.308583712662941,TRUE,1.76475356313303,1.7502236407197,-0.0145299224133206,"Chemostat","Multi",3,"chemo_carb","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter",""
"34","29731c1ae123c2faa2b4184d96385388",1.79186875203683,1.77617004546298,0.0156987065738461,1.55812810412402,308.463831539645,317.661313114906,311.190193912637,0.29313090899309,0.29313090899309,0.29313090899309,TRUE,1.78364676167211,1.7863071580007,0.00266039632858028,"Batch","Single",6,"batch_glu","Bacteria","Actinobacteria","Actinobacteria","PeM15","","",""
"35","29b2870e522fa2d0b60ae25278a57c5b",1.7671316545327,1.76318296376818,0.00394869076451676,1.40260536689794,308.386692261981,317.661737412038,309.077331695697,0.0736346626208581,0.0736346626208581,0.0736346626208581,TRUE,1.78320937472789,1.75062163581648,-0.0325877389114095,"Chemostat","Multi",3,"chemo_carb","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","","",""
"36","29f3083d2d8f993bec5a67e7af219321",1.76052049581296,1.76441463707173,-0.00389414125877052,1.41735488553797,308.394008023227,317.661697172401,307.713368787206,-0.0726260600010917,-0.0726260600010917,-0.0726260600010917,FALSE,1.77482200398221,1.74489065476579,-0.0299313492164186,"Chemostat","Multi",1,"chemo_carb","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",""
"37","2aee17e668dd944e7792d625ec479fcf",1.76749822885835,1.79459339519374,-0.027095166335388,1.7787511699008,308.573260580271,317.660711211058,303.914353529533,-0.506977801072399,-0.506977801072399,-0.506977801072399,FALSE,1.79587831679149,1.76933003280143,-0.0265482839900542,"Batch","Single",1,"batch_glu","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured",""
"38","2b4e6ccd11a78681bceaffed2053907f",1.7924370156501,1.773973690089,0.0184633255611053,1.53182633689788,308.450785863101,317.661384871388,311.66110815299,0.344673362323261,0.344673362323261,0.344673362323261,TRUE,1.78748686555266,1.78546054806521,-0.00202631748744797,"Batch","Single",3,"batch_glu","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured Bacteroidetes/Chlorobi group bacterium"
"39","2b4e6ccd11a78681bceaffed2053907f",1.7874427518537,1.77419823878063,0.0132445130730703,1.5345153495633,308.452119613383,317.661377535223,310.754736108733,0.247254347778592,0.247254347778592,0.247254347778592,TRUE,1.78453119381785,1.78793929965323,0.00340810583537987,"Batch","Multi",3,"batch_carb","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured Bacteroidetes/Chlorobi group bacterium"
"40","2c070f4880cc78c48ec292dd9c89b597",1.80308608234147,1.77496402865118,0.0281220536902897,1.54368582678102,308.456668170083,317.661352516327,313.343772834395,0.525036748979834,0.525036748979834,0.525036748979834,TRUE,1.78422430845565,1.79763084204197,0.0134065335863232,"Batch","Single",2,"batch_glu","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",""
"41","2c070f4880cc78c48ec292dd9c89b597",1.79429393641027,1.7729980930493,0.0212958433609687,1.52014337950929,308.444991116237,317.661416744832,312.149787101093,0.397510620377909,0.397510620377909,0.397510620377909,TRUE,1.77725357016145,1.79744376242682,0.0201901922653696,"Batch","Multi",2,"batch_carb","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",""
"42","2da31e61296f678bb466e1ae0593e33d",1.7845788659711,1.7748094326455,0.00976943332560642,1.54183451063989,308.455749917277,317.661357567088,310.153643689582,0.182391676929293,0.182391676929293,0.182391676929293,TRUE,1.78112038078792,1.78054650829244,-0.000573872495481798,"Batch","Single",1,"batch_glu","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured",""
"43","304d1a8fe851969c2eb82c85f9f88c11",1.7822083555956,1.77651094807053,0.00569740752507819,1.5622104767385,308.465856396462,317.661301977377,309.455130171201,0.106387518634681,0.106387518634681,0.106387518634681,TRUE,1.78793459727356,1.77895188471719,-0.00898271255636307,"Batch","Single",2,"batch_glu","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","",""
"44","34327ad682b105ca4607c44af24c5dd2",1.7766039874632,1.76424343272011,0.0123605547430912,1.41530468134156,308.392991121945,317.661702765768,310.553638784537,0.230521556269867,0.230521556269867,0.230521556269867,TRUE,1.77889240719189,1.77628265369196,-0.00260975349992476,"Chemostat","Multi",3,"chemo_carb","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","",""
"45","36dae39c87c9e05e2a808f08e5b671ce",1.76408401023693,1.76141937141288,0.00266463882404455,1.38148601792543,308.376217064891,317.661795029846,308.842722233245,0.0496814749407828,0.0496814749407828,0.0496814749407828,TRUE,1.78274637855993,1.76186929374909,-0.020877084810843,"Chemostat","Multi",1,"chemo_carb","Bacteria","Planctomycetes","vadinHA49","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"46","37762c5e9b1d5a5233d6caeef3660d6a",1.7727974404188,1.77673458169791,-0.00393714127911871,1.56488853133804,308.467184711544,317.661294671109,307.783639235088,-0.0735198617945303,-0.0735198617945303,-0.0735198617945303,FALSE,1.78457779496126,1.77331961290602,-0.0112581820552355,"Batch","Single",1,"batch_glu","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","",""
"47","3bb0bf5132b0f988573de9bd6059b22c",1.78422749205618,1.78102240224929,0.00320508980688428,1.61623598602846,308.49265304907,317.661154584983,309.047809826738,0.0598775808895145,0.0598775808895145,0.0598775808895145,TRUE,1.78714896004291,1.78244339176981,-0.00470556827309654,"Batch","Multi",2,"batch_carb","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"48","3bb0bf5132b0f988573de9bd6059b22c",1.77866325410032,1.77401205614616,0.00465119795415947,1.53228577762271,308.451013745701,317.661383617941,309.259726808908,0.0868289100076005,0.0868289100076005,0.0868289100076005,TRUE,1.79114706339036,1.77681089865564,-0.0143361647347164,"Batch","Single",2,"batch_glu","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"49","3c8a9630951999d2b809868618b05848",1.77964889000006,1.77443146536594,0.005217424634123,1.53730828163169,308.453504907689,317.661369915546,309.360461838063,0.0974035267570127,0.0974035267570127,0.0974035267570127,TRUE,1.79007634788354,1.77579517593319,-0.0142811719503448,"Batch","Single",2,"batch_glu","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"50","3c8a9630951999d2b809868618b05848",1.78661980792121,1.7741790772696,0.0124407306516146,1.53428588687756,308.452005799891,317.661378161243,310.614903769025,0.232248523484692,0.232248523484692,0.232248523484692,TRUE,1.78178525214798,1.78759859641194,0.00581334426396807,"Batch","Multi",2,"batch_carb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"51","3d2961d34551d101a985e74adfc1e128",1.75938020171092,1.76460894375011,-0.00522874203919588,1.4196817444269,308.395162145236,317.661690824265,307.481351323464,-0.0975183141025981,-0.0975183141025981,-0.0975183141025981,FALSE,1.78052689873869,1.74758095328316,-0.0329459454555274,"Chemostat","Multi",2,"chemo_carb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Phreatobacter","Ambiguous_taxa"
"52","3e5cc4006667756b128e551a166d5861",1.77542526398122,1.7633673119133,0.0120579520679125,1.40481297048482,308.38778723336,317.661731389254,310.496551035245,0.224859076954962,0.224859076954962,0.224859076954962,TRUE,1.77751793018249,1.77508387634467,-0.00243405383782758,"Chemostat","Multi",4,"chemo_carb","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","",""
"53","3eef12286c142030d497dc480cc49332",1.77467237009243,1.78688450881858,-0.0122121387261453,1.6864358108229,308.527472162168,317.660963065821,306.418897001168,-0.228296496922955,-0.228296496922955,-0.228296496922955,FALSE,1.79633467067831,1.79502078459418,-0.00131388608413152,"Chemostat","Multi",4,"chemo_carb","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",""
"54","3fa2974b1f70109275811beb1ae321c9",1.77820856949485,1.76446471437865,0.0137438551162017,1.4179545706734,308.394305467054,317.66169553634,310.79646552073,0.25632529122943,0.25632529122943,0.25632529122943,TRUE,1.78110719560326,1.78703344081369,0.00592624521042273,"Chemostat","Multi",3,"chemo_carb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudoxanthobacter","Ambiguous_taxa"
"55","3fc227a79c6a108319409a05f87103f3",1.78679628661638,1.78233734028543,0.00445894633094768,1.63198261544594,308.500463377261,317.661111625029,309.272251623055,0.0833141781535415,0.0833141781535415,0.0833141781535415,TRUE,1.79098775242963,1.78125381860473,-0.00973393382489585,"Batch","Single",1,"batch_glu","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured","uncultured Cytophaga sp."
"56","448ee48054e6edfd36e703a6baecc8a8",1.8168938951745,1.7768277368479,0.0400661583265944,1.56600408171751,308.467738024532,317.661291627664,315.423458589916,0.748179278655636,0.748179278655636,0.748179278655636,TRUE,1.7851762666404,1.81748701960566,0.03231075296526,"Batch","Single",8,"batch_glu","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chitinibacteraceae","Deefgea","Ambiguous_taxa"
"57","4744c03db226d903293f9342f292e94d",1.78612238313795,1.77396738286167,0.0121550002762769,1.53175080666866,308.450748400108,317.661385077449,310.56421393969,0.226909396850301,0.226909396850301,0.226909396850301,TRUE,1.78355232124346,1.78504001021301,0.00148768896954699,"Batch","Multi",3,"batch_carb","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",""
"58","4744c03db226d903293f9342f292e94d",1.78209869115822,1.7741974531866,0.00790123797162079,1.5345059419275,308.452114947196,317.661377560889,309.825780295813,0.147503745189561,0.147503745189561,0.147503745189561,TRUE,1.78603043725772,1.77820898212155,-0.00782145513616528,"Batch","Single",3,"batch_glu","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",""
"59","4800a9c596272fb238a316d893b0871e",1.78792516191832,1.77383250781756,0.0140926541007595,1.5301356527383,308.449947283758,317.661389483912,310.900504704095,0.26307780746405,0.26307780746405,0.26307780746405,TRUE,1.77970219702072,1.78202383404826,0.00232163702754518,"Batch","Single",3,"batch_glu","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12 marine group","",""
"60","4964f339e90a20437a19d7ec3bcd8a1a",1.78429408922542,1.7707345645862,0.0135595246392233,1.49303720195194,308.431546452168,317.661490695906,310.793382741623,0.253044950600348,0.253044950600348,0.253044950600348,TRUE,1.77925079341857,1.78701368081136,0.00776288739279352,"Batch","Multi",4,"batch_carb","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured",""
"61","4964f339e90a20437a19d7ec3bcd8a1a",1.79920557970211,1.77633762847869,0.0228679512234253,1.5601349421441,308.464826931303,317.661307639851,312.435895552109,0.42700473368998,0.42700473368998,0.42700473368998,TRUE,1.7895254329322,1.79634096746675,0.00681553453454464,"Batch","Single",4,"batch_glu","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured",""
"62","4d65f65496c3d0238ebf74738245e526",1.7903669983318,1.7738021777755,0.016564820556302,1.52977244480033,308.449767132621,317.661390474816,311.330254656654,0.309226559780975,0.309226559780975,0.309226559780975,TRUE,1.78253281633156,1.7910474046042,0.00851458827263629,"Batch","Multi",2,"batch_carb","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured",""
"63","4d65f65496c3d0238ebf74738245e526",1.79732595549665,1.77421004606828,0.0231159094283651,1.5346567440457,308.452189745047,317.661377149471,312.470965817772,0.431538411836363,0.431538411836363,0.431538411836363,TRUE,1.7848041132273,1.79105065034737,0.0062465371200704,"Batch","Single",2,"batch_glu","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured",""
"64","50db42495de3aa6b40560c8c73e032d5",1.76421545976937,1.76518458593192,-0.00096912616254663,1.42657516743607,308.398581283048,317.661672017628,308.229263504049,-0.0180756368216369,-0.0180756368216369,-0.0180756368216369,FALSE,1.78110026639949,1.76463108209052,-0.016469184308977,"Batch","Single",3,"batch_glu","Bacteria","Actinobacteria","Actinobacteria","PeM15","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"65","520c7e89d0c7c72e7d85eed29aaedb70",1.7687160554289,1.76635769883509,0.00235835659381389,1.44062341430663,308.405549213496,317.661633691201,308.81731760052,0.0439918933113064,0.0439918933113064,0.0439918933113064,TRUE,1.78512342987969,1.75815046059208,-0.0269729692876119,"Chemostat","Multi",1,"chemo_carb","Bacteria","Planctomycetes","OM190","","","",""
"66","55ce73379b753a6d229a4febc0b1362d",1.79958373490521,1.77424077986483,0.0253429550403812,1.5350247870192,308.452372294362,317.661376145376,312.858253780047,0.473115436497058,0.473115436497058,0.473115436497058,TRUE,1.78661618886435,1.79498630209018,0.00837011322582715,"Batch","Single",2,"batch_glu","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","",""
"67","55ce73379b753a6d229a4febc0b1362d",1.79062717739098,1.79324154438159,-0.00261436699060935,1.76256250307269,308.565231001524,317.660755376979,308.115373726631,-0.0489095838830164,-0.0489095838830164,-0.0489095838830164,FALSE,1.79173258133219,1.78914275859566,-0.00258982273652242,"Batch","Multi",2,"batch_carb","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","",""
"68","5914e4ffa20a5fa0b95bf68e5c9777b6",1.78605659597536,1.77679598778088,0.00926060819447905,1.56562388068974,308.467549444822,317.661292664929,310.075273199133,0.172928279520266,0.172928279520266,0.172928279520266,TRUE,1.77531339869264,1.78356897940601,0.00825558071336552,"Batch","Single",2,"batch_glu","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured Roseiflexus sp."
"69","5aad5881139a653bc5964f1d88d7aaee",1.77221002737707,1.76459521786321,0.00761480951385551,1.41951737435885,308.395080617682,317.661691272699,309.725906956856,0.142019321488203,0.142019321488203,0.142019321488203,TRUE,1.77680780957295,1.77620519445271,-0.000602615120245398,"Chemostat","Multi",4,"chemo_carb","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",""
"70","5d2c9965718d1254c00a642f570eb604",1.76721279030297,1.77369041987628,-0.00647762957330444,1.52843412301243,308.449103325014,317.661394126026,307.322627694787,-0.120920831240415,-0.120920831240415,-0.120920831240415,FALSE,1.78317899750578,1.76927464357754,-0.0139043539282424,"Batch","Single",1,"batch_glu","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",""
"71","5ed8f8f3a98e669d81b30c56825e0870",1.77411833209108,1.76178628437524,0.0123320477158344,1.38587986941348,308.378396415229,317.66178304254,310.536965325007,0.22993571908819,0.22993571908819,0.22993571908819,TRUE,1.78276722043557,1.77294783838862,-0.00981938204695676,"Chemostat","Multi",1,"chemo_carb","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Diplosphaera","uncultured Desulfococcus sp."
"72","6070669b932f1826dc8b8e61495fd27c",1.7813051059962,1.77500000832674,0.00630509766945964,1.54411669013888,308.456881878309,317.661351340846,309.55257244616,0.117716170072974,0.117716170072974,0.117716170072974,TRUE,1.78423358857384,1.77780738925078,-0.00642619932306299,"Batch","Single",1,"batch_glu","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured",""
"73","6267512d7ea98a0da430e5a6f96698e6",1.7872828751434,1.77533833781417,0.0119445373292315,1.54816824915774,308.458891451582,317.661340287383,310.53421347049,0.22301241684642,0.22301241684642,0.22301241684642,TRUE,1.7839602072568,1.78704783556422,0.00308762830742348,"Batch","Multi",1,"batch_carb","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","",""
"74","6267512d7ea98a0da430e5a6f96698e6",1.79365558916804,1.77435869232848,0.0192968968395584,1.53643681086965,308.453072658191,317.661372293093,311.807629517898,0.360248911134937,0.360248911134937,0.360248911134937,TRUE,1.78793795795293,1.78599647480196,-0.00194148315096343,"Batch","Single",1,"batch_glu","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","",""
